500733.333333,6259.166667,0.000000,250366.666667,0.000000,0.000000,0.000000,0.000000,-6259.166667,0.000000,0.000000,0.000000
6259.166667,3073.041746,-117.055635,6259.166667,-2851.666667,0.000000,0.000000,0.000000,-104.319444,0.000000,-117.055635,117.055635
0.000000,-117.055635,2968.722302,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2851.666667,117.055635,-117.055635
250366.666667,6259.166667,0.000000,500733.333333,0.000000,0.000000,0.000000,0.000000,-6259.166667,0.000000,0.000000,0.000000
0.000000,-2851.666667,0.000000,0.000000,3073.041746,117.055635,6259.166667,6259.166667,-117.055635,-117.055635,-104.319444,0.000000
0.000000,0.000000,0.000000,0.000000,117.055635,2968.722302,0.000000,0.000000,-117.055635,-117.055635,0.000000,-2851.666667
0.000000,0.000000,0.000000,0.000000,6259.166667,0.000000,500733.333333,250366.666667,0.000000,0.000000,-6259.166667,0.000000
0.000000,0.000000,0.000000,0.000000,6259.166667,0.000000,250366.666667,500733.333333,0.000000,0.000000,-6259.166667,0.000000
-6259.166667,-104.319444,0.000000,-6259.166667,-117.055635,-117.055635,0.000000,0.000000,221.375080,117.055635,0.000000,0.000000
0.000000,0.000000,-2851.666667,0.000000,-117.055635,-117.055635,0.000000,0.000000,117.055635,2968.722302,0.000000,0.000000
0.000000,-117.055635,117.055635,0.000000,-104.319444,0.000000,-6259.166667,-6259.166667,0.000000,0.000000,221.375080,-117.055635
0.000000,117.055635,-117.055635,0.000000,0.000000,-2851.666667,0.000000,0.000000,0.000000,0.000000,-117.055635,2968.722302
